Mercury	2439.7	2439.7
Venus	6051.8	6051.8
Earth	6378.14	6356.75
Mars	3396.2	3376.2
Jupiter	71492.0	66854.0
Saturn	60268.0	54364.0
Uranus	25559.0	24973.0
Neptune	24764.0	24341.0
